AGENSI_xn,organization_id,name
Keningau District Council,#N/A,Keningau District Council Standing Orders 2013
Keningau District Council,#N/A,"Pig Control (Keningau Area) By-laws, 1956"
Keningau District Council,#N/A,"Sanitary Boards Building By-laws, 1952"
Kinabatangan District Council,#N/A,"Kinabatangan District Council (Building) By-laws, 1988"
Kinabatangan District Council,#N/A,Kinabatangan District Council (Conservancy and Hygiene) By-laws 1984
Kinabatangan District Council,#N/A,"Kinabatangan District Council (Food and Eating Premises) By-laws, 1984"
Kinabatangan District Council,#N/A,"Kinabatangan District Council (Hawkers) By-laws, 1969"
Kinabatangan District Council,#N/A,"Kinabatangan District Council (Offensive Trades) By-laws, 1988"
Kinabatangan District Council,#N/A,"Kinabatangan District Council (Tamus) By-laws, 1969"
Kinabatangan District Council,#N/A,Kinabatangan District Council Instruments 1968
Kinabatangan District Council,#N/A,Kinabatangan District Council Standing Orders 2014
Sipitang District Council,#N/A,"Sipitang District Council (Advertisements) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Anti-Litter) By-laws, 1986"
Sipitang District Council,#N/A,[Repealed by Uniform (Anti-litter) By-laws 2010]
Sipitang District Council,#N/A,"Sipitang District Council (Application and Revocation) By-laws, 1986"
Sipitang District Council,#N/A,"Sipitang District Council (Cess on Cocoa) (Suspension) Order, 1984"
Sipitang District Council,#N/A,"Sipitang District Council (Conservancy and Hygiene) By-laws, 1984"
Sipitang District Council,#N/A,"Sipitang District Council (Control of Animals) By-laws, 1981"
Sipitang District Council,#N/A,"Sipitang District Council (Dairies and Dairymen) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Dealing In Scrap) By-laws, 1966"
Sipitang District Council,#N/A,Sipitang District Council (Food and Eating Premises) By-laws. 1966
Sipitang District Council,#N/A,"Sipitang District Council (Hairdressers) By-laws, 1966"
Sipitang District Council,#N/A,(Repealed by Uniform (Beauty and Health Care Centre) By-laws 2014
Sipitang District Council,#N/A,"Sipitang District Council (Hawkers) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Hotel and Lodging Houses) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Laundries) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Markets) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Offensive Trades) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Planting) By-laws, 1982"
Sipitang District Council,#N/A,"Sipitang District Council (Pubs and bar Lounge Premises) By-laws, 1986"
Sipitang District Council,#N/A,"Sipitang District Council (Registration and Control of Dogs) By-laws, 1986"
Sipitang District Council,#N/A,"Sipitang District Council (Slaughter-houses) By-laws, 1988"
Sipitang District Council,#N/A,"Sipitang District Council (Streets and Public Places) By-laws, 1966"
Sipitang District Council,#N/A,"Sipitang District Council (Township) (Building) By-laws, 1960"
Sipitang District Council,#N/A,Sipitang District Council Instrument 1961
Sipitang District Council,#N/A,"Sipitang Local Authority (Grazing Reverse) By-laws, 1956"
Sipitang District Council,#N/A,"Sipitang Authority (Tamu) By-laws, 1956"
Pitas District Council,#N/A,"Pitas District Council (Advertisements) By-laws, 2010"
Pitas District Council,#N/A,"Pitas District Council (Dealing in Scrap) By-laws, 2010"
Pitas District Council,#N/A,"Pitas District Council (Food and Eating Premises) By-laws, 2010"
Pitas District Council,#N/A,"Pitas District Council (Hairdressers and Beautician) By-laws, 2010"
Pitas District Council,#N/A,(Repealed by Uniform (Beauty and Health Care Centre) By-laws 2014
Pitas District Council,#N/A,"Pitas District Council (Hawkers) By-laws, 2010"
Pitas District Council,#N/A,"Pitas District Council (Hotel and Lodging Houses) By-laws, 2010"
Pitas District Council,#N/A,"Pitas District Council (Offensive Trade) By-laws, 2010"
Pitas District Council,#N/A,"Pitas District Council (Tamu) By-laws, 2010"
Pitas District Council,#N/A,Pitas District Council Instrument 2009
Pitas District Council,#N/A,Pitas District Council Standing Orders 2015
Putatan District Council,#N/A,"Putatan District Council (Advertisements) By-laws, 2010"
Putatan District Council,#N/A,"Putatan District Council (Dealing in Scrap) By-laws, 2010"
Putatan District Council,#N/A,"Putatan District Council (Food and Eating Premises) By-laws, 2010"
Putatan District Council,#N/A,"Putatan District Council (Hairdressers and Beautician) By-laws, 2010"
Putatan District Council,#N/A,(Repealed by Uniform (Beauty and Health Care Centre) By-laws 2014
Putatan District Council,#N/A,"Putatan District Council (Hawkers) By-laws, 2010"
Putatan District Council,#N/A,Putatan District Council (Hotel and Lodging Houses) By-laws. 2010
Putatan District Council,#N/A,"Putatan District Council (Markets) By-laws, 2010"
Putatan District Council,#N/A,"Putatan District Council (Tamu) By-laws, 2010"
Putatan District Council,#N/A,Putatan District Council Instrument 2010
Putatan District Council,#N/A,Putatan District Council Standing Orders 2015
Labuk-Sugut District Council,#N/A,"Labuk-Sugut District Council (Hawkers) By-laws, 1975"
Labuk-Sugut District Council,#N/A,"Labuk-Sugut District Council (Tamus) By-laws, 1975"
Labuk-Sugut District Council,#N/A,Labuk-Sugut District Council Instruments 1968
Pensiangan District Council,#N/A,"Pensiangan District Council (Control of Animals) By-laws, 1983"
Pensiangan District Council,#N/A,"Pensiangan District Council (Hawkers) By-laws, by-laws, 1975"
Pensiangan District Council,#N/A,"Pensiangan District Council (Planting) By-laws, 1982"
Pensiangan District Council,#N/A,"Pensiangan District Council (Streets and Public Places) By-laws, 1983"
Pensiangan District Council,#N/A,Pensiangan District Council Instrument 1964
Telupid District Council,#N/A,Telupid District Council Instrument 2019
